pt,eta,phi,mass,tau21,vjet
313.864136,0.507727,-2.569725,15.738516,0.802251,0
173.976105,-0.418239,0.796063,46.554852,0.479533,0
777.080994,-0.084337,-1.859889,85.669879,0.423693,1
804.441467,1.008245,1.257668,90.912994,0.408248,1
926.716431,-0.274120,1.977579,98.767939,0.211491,1
882.330750,-1.050838,-1.106521,73.963306,0.315320,1
781.187500,-0.970764,0.797053,6.905305,0.593427,1
528.002747,0.993354,-2.678233,100.340974,0.296141,1
297.122620,2.024081,-1.907974,22.915444,0.857682,0
744.035950,-0.685599,-0.836954,83.599750,0.255424,1
693.861389,0.105603,2.283821,82.250845,0.480260,1
920.067993,0.304041,-2.906189,90.927775,0.232871,1
900.645203,0.103082,0.111918,32.558548,0.750457,1
1083.282593,1.220868,2.191956,105.415537,0.243961,1
986.529785,1.236668,-1.017745,2.683702,0.547912,1
992.392151,0.260253,1.511038,96.648659,0.155009,1
770.565491,0.824077,-1.551274,89.985798,0.279456,1
1070.593994,-0.067172,-2.806646,93.814376,0.273749,1
786.607849,-0.854925,1.028269,95.957253,0.187675,1
659.570923,0.258209,-0.390874,7.368963,0.710427,0
875.529724,0.606352,-2.262918,75.280155,0.513377,1
713.148621,-0.630868,1.271527,104.782297,0.220364,1
409.167267,1.200639,0.718334,1.701556,0.860736,0
183.422394,-1.241402,-1.127862,0.000000,0.687053,0
1077.850952,0.197706,-1.392361,96.972494,0.199824,1
836.251831,-0.399568,1.218720,103.813898,0.308294,1
365.541870,-1.418513,3.030890,4.238630,0.693692,0
184.711227,-0.890923,1.899162,0.000000,0.792607,0
1111.142090,0.790154,1.871468,134.474102,0.650765,0
977.502136,-0.925844,-0.638943,69.816300,0.435719,1
799.767212,-1.704890,-2.975406,100.897987,0.196955,1
541.816406,0.651957,-1.051508,3.816061,0.882186,0
858.947266,0.989968,-2.091762,3.095648,0.609276,1
611.672913,-0.313742,1.080045,79.210869,0.200090,1
785.961182,-0.612861,-2.945711,83.439212,0.163483,1
893.806702,-0.797371,0.184553,85.055194,0.435207,1
565.268555,1.563925,-0.145331,78.281328,0.383412,1
499.681915,0.192432,3.082930,64.217203,0.298730,1
1937.297974,0.326936,-1.536154,5.411354,0.466440,0
1762.249023,-0.369523,1.446727,78.668089,0.610439,1
179.657425,1.625632,-2.969191,36.449212,0.651244,1
962.220825,0.384831,2.109905,81.261626,0.189645,1
804.261414,0.322412,-0.484152,93.523827,0.225070,1
636.727112,-0.345047,-1.766870,135.264087,0.295813,0
757.515991,0.626167,2.595045,90.127369,0.228085,1
527.991333,-1.041803,-0.395089,80.229327,0.330013,1
255.557983,0.251289,-2.125903,93.291065,0.234626,0
170.792923,-2.538859,0.187918,0.000000,0.667460,0
974.662659,-0.041187,2.941118,59.784282,0.469942,1
792.018005,0.558774,-0.077825,72.097664,0.424016,1
819.872253,0.321805,-0.311547,88.048043,0.281471,1
761.464111,-0.364156,3.095783,88.013237,0.348598,1
495.269104,-1.185714,-1.882807,79.643955,0.413527,1
580.760559,1.021614,1.502169,222.856436,0.523684,0
981.082458,-1.077952,0.504267,95.242346,0.218410,1
868.286133,-1.232423,-2.728794,4.814869,0.594958,1
893.422241,-0.071317,2.216100,85.127795,0.305236,1
761.879028,0.829466,-1.377574,92.796752,0.202745,1
465.061401,0.083003,-0.048434,1.947374,0.685408,0
906.349304,-0.124117,2.396752,54.562993,0.518087,1
795.308655,-0.825296,-0.771028,82.440798,0.286165,1
896.333252,0.015885,1.097544,93.750455,0.263751,1
816.718750,-0.535129,-2.037421,68.403998,0.454827,1
909.276367,-0.353445,-0.363885,85.163054,0.323896,1
863.223206,-0.527520,2.688823,86.900180,0.406653,1
1019.575134,-0.487255,-1.376209,76.038420,0.512218,1
848.159058,-0.621680,1.701203,178.272493,0.691949,1
1006.641052,0.297123,3.085756,35.259083,0.646671,1
828.633606,-0.406388,-0.566940,119.894039,0.588910,1
451.013794,0.420280,0.649686,1.721458,0.646627,0
144.020447,2.464047,2.158356,0.000000,0.639269,0
894.456055,0.079387,2.820723,92.763746,0.097143,1
864.092346,-0.733850,-0.356105,94.422966,0.281606,1
975.522156,-0.425311,0.949149,144.132931,0.489565,1
871.520386,0.641524,-2.143126,87.557199,0.197244,1
1209.180664,-1.433375,-2.790376,92.870916,0.389387,1
914.721497,-0.755393,1.204340,353.280986,0.196158,0
703.673340,-0.796470,-0.534123,3.418239,0.561321,1
1264.215698,-0.362997,-0.914196,83.747637,0.506269,1
677.619507,-1.799504,2.212099,9.193114,0.743249,0
585.467285,0.388990,2.258213,92.702901,0.316466,1
737.612854,-0.981071,1.031001,96.683574,0.255255,1
440.725800,1.110879,-2.629309,87.696872,0.357840,1
319.732849,0.609378,-1.503515,104.512919,0.399573,0
986.926575,-0.089901,-0.870698,62.913629,0.478656,1
660.047852,-0.659784,2.438511,72.320337,0.335300,1
928.857361,-0.534945,0.614293,95.197129,0.311806,1
861.137939,-0.352415,-2.398717,89.274467,0.440149,1
834.879333,-0.114926,-0.754275,92.316016,0.295825,1
802.605896,0.576228,2.173071,86.262616,0.162763,1
982.937683,0.063243,-2.361720,94.799690,0.355285,1
739.318298,-0.113204,0.351234,70.816558,0.207734,1
184.342896,0.550932,1.396657,30.059734,0.491700,0
193.785614,2.896311,2.416073,13.566683,0.000000,0
845.697266,0.348585,2.787066,93.827286,0.441132,1
800.404724,0.430403,-0.347308,77.328784,0.214252,1
1071.913696,0.548544,-1.571005,94.994127,0.244240,1
896.420959,1.007226,1.492988,232.995686,0.429459,0
751.811218,-1.055848,-2.160736,85.119997,0.111698,1
636.607849,0.093852,0.679004,83.758815,0.368944,1
234.125092,0.254205,2.904844,10.378079,0.593990,0
749.493042,-0.337774,0.592498,89.661648,0.446259,1
666.106384,0.588781,-2.550053,72.689428,0.183839,1
921.318970,-0.364032,2.776214,90.617889,0.295174,1
842.401489,0.580851,-0.242735,107.708471,0.345604,1
863.710632,-0.251246,2.765772,87.306646,0.226425,1
736.599487,0.573965,0.190452,91.223630,0.238458,1
308.427917,1.891254,-1.470670,12.974558,0.676599,0
962.219482,0.719054,0.950456,120.684877,0.450425,1
789.897766,1.292281,-2.212793,84.361756,0.378258,1
830.393005,0.256711,2.303109,75.692506,0.544011,1
775.706665,-0.597199,-0.978851,98.446114,0.196651,1
750.377808,1.654999,1.954889,92.411656,0.423067,1
806.154541,0.601534,-1.111574,22.870228,0.606494,1
866.462891,0.136085,-1.391937,95.620661,0.323529,1
849.276855,-0.704939,1.743347,89.935149,0.204158,1
996.343933,-0.915571,-0.515808,71.731690,0.409355,1
652.178650,-0.680629,2.797894,69.733096,0.453824,1
354.347137,0.087660,2.294837,3.215631,0.886916,0
830.755615,-0.343257,2.065353,81.806207,0.378019,1
788.824036,-1.049102,-1.207076,88.810992,0.243077,1
1315.333008,-0.094106,0.757356,2.609663,0.557721,1
652.214172,-0.803981,-2.110288,5.108423,0.721259,0
686.606201,0.323585,-2.856278,96.375274,0.166431,1
1098.941528,-0.723329,1.489034,91.943732,0.192434,1
699.791870,-0.837774,-1.792808,141.263448,0.606468,1
235.920181,0.136714,-1.145707,11.268926,0.657780,0
851.806152,-0.273370,-2.224165,102.845511,0.271436,1
849.314026,0.587381,0.872196,55.889640,0.688140,1
845.007385,-0.016528,2.888597,91.687919,0.391086,1
734.718445,-0.894366,-0.129370,87.023699,0.276769,1
904.070007,-1.339432,0.542857,90.858303,0.454732,1
852.333801,-0.850060,-2.844639,85.215235,0.286200,1
212.268600,0.231507,-2.005604,10.645561,0.811788,0
886.374023,-0.280770,0.376880,83.929611,0.273337,1
920.384827,0.159548,-2.469992,107.963601,0.168972,1
197.586655,1.756559,-3.051941,34.411837,0.566276,0
790.100830,0.415226,1.744992,31.868010,0.584937,1
783.074036,-0.855133,-1.442099,92.582185,0.470740,1
1016.713684,-0.182972,2.432224,56.342571,0.486560,1
873.498718,0.374198,-0.717004,100.729775,0.628719,1
1159.407959,0.315728,1.302018,91.125183,0.288521,1
760.289429,0.237175,-1.549217,95.290572,0.353039,1
566.141174,-1.527577,-2.161434,2.760975,0.913736,0
867.466431,-0.346505,-1.206205,96.441552,0.318474,1
826.504150,-0.508871,1.954775,80.457738,0.357423,1
838.279175,0.186873,-2.832557,83.497770,0.173610,1
747.384583,-0.585018,0.022059,96.341459,0.415988,1
334.163483,-0.174449,1.320436,4.548405,0.768805,0
932.068237,0.493483,0.562632,89.388271,0.187009,1
686.228760,0.650070,-2.873570,60.905485,0.231400,1
190.754257,-1.017241,-1.141352,0.000000,0.790998,0
879.630188,0.550167,1.334371,45.400421,0.368270,1
856.978821,0.072511,-1.859777,87.606472,0.504110,1
918.941772,-0.668060,-0.845259,91.131801,0.513235,1
761.487671,0.041680,2.327535,92.248509,0.146305,1
161.353683,-0.201545,1.245478,0.000000,0.693970,0
925.345825,1.028364,1.155789,93.171034,0.409026,1
827.936890,0.242612,-2.001992,262.404619,0.542167,0
981.800415,0.352512,2.357946,90.343656,0.121124,1
925.907715,0.173797,-0.839115,102.123610,0.215626,1
847.149231,0.462171,2.521839,89.899544,0.458959,1
882.288452,-0.040584,-0.629888,89.751443,0.233139,1
952.772400,0.122557,-0.625743,89.779112,0.381824,1
793.471680,0.767709,2.654273,73.696828,0.661114,1
809.599426,0.102854,2.464537,85.588476,0.174173,1
549.253845,1.500415,-0.570640,84.335787,0.341305,1
170.353119,-1.842414,-1.034084,0.000000,0.744778,0
455.005890,1.355714,0.183455,86.286451,0.651475,1
410.568970,-1.393989,-2.688892,81.705912,0.805433,1
977.432068,-1.267367,-1.950736,106.700047,0.304403,1
877.234558,-0.711510,0.999486,96.549696,0.374804,1
528.589844,-0.446680,0.450900,92.922068,0.483770,1
553.352295,1.195817,-2.646813,80.322908,0.462702,1
949.045410,-0.940228,1.656468,96.559530,0.571152,1
909.659668,-0.510582,-1.493150,99.106183,0.125469,1
1136.946289,0.516971,0.238671,94.303634,0.281308,1
592.594055,0.902725,-2.881189,70.847052,0.341673,1
517.206238,-0.433153,-2.697468,78.215501,0.253593,0
897.909424,0.643960,2.789741,89.193760,0.415866,1
871.630249,0.706517,-0.377867,95.946782,0.243537,1
236.813644,2.194767,-0.212981,4.626922,0.499650,0
168.515930,-0.744453,-2.942524,0.000000,0.317225,0
780.821655,0.110039,0.703478,75.148086,0.482002,1
819.843750,1.090600,-2.663013,91.653044,0.290385,1
988.580261,-0.783058,2.849153,84.778633,0.217046,1
850.403931,-0.473469,-0.339724,90.861847,0.246763,1
757.083374,-1.071999,-2.258659,78.280081,0.339273,1
707.154480,0.155810,0.935576,86.241529,0.286405,1
974.954224,0.094296,-2.791539,90.620557,0.398710,1
823.971252,-0.294914,0.330579,74.872679,0.471604,1
1022.905823,0.283113,-2.710134,364.830728,0.369089,0
655.265625,0.390918,0.402169,37.867528,0.649380,1
813.203430,0.145828,1.330204,11.875224,0.427508,1
652.584595,1.150678,-1.430817,65.548411,0.461909,1
321.265411,0.438996,-2.233513,13.440051,0.514999,0
859.010925,0.593834,3.044675,84.691613,0.386739,1
799.499084,-0.308617,-0.039053,82.866026,0.362999,1
802.565979,-0.780265,-0.244955,104.283973,0.263412,1
745.112427,0.572528,2.819949,100.894869,0.475446,1
923.591980,0.398488,-1.839850,92.889960,0.189971,1
521.414673,-1.296349,1.927337,93.454943,0.263783,1
270.875793,-0.399212,0.613945,42.150562,0.586064,0
909.435852,-0.681258,-0.855443,81.438261,0.334160,1
811.016846,-0.842827,2.485672,89.269130,0.227660,1
933.067139,-1.110086,2.246593,92.999063,0.331929,1
681.637085,-0.063161,-0.937453,89.834277,0.232770,1
317.329376,1.520841,-0.874254,7.826235,0.889157,0
951.111877,-0.133634,0.204659,86.812150,0.273158,1
567.444885,0.102836,-3.067685,70.044990,0.255468,1
839.498108,0.937443,-1.152144,84.379689,0.353848,1
771.863342,1.537047,2.341414,83.114203,0.168389,1
345.957062,-0.866214,0.781165,3.053737,0.828284,0
856.016052,0.273226,2.558019,87.890018,0.499520,1
823.366882,0.452694,-0.606221,89.924819,0.293101,1
896.879517,0.245327,-2.054028,93.935044,0.198504,1
835.025574,0.003620,1.045664,90.250223,0.374509,1
214.618103,0.211434,2.686719,58.102390,0.490484,0
976.007202,0.907563,1.201707,98.068271,0.337053,1
876.319885,1.309750,-2.330595,86.816094,0.492380,1
382.999390,1.891426,-0.819337,21.187945,0.816781,0
981.539612,0.782772,-0.050596,92.803904,0.221722,1
537.559937,-0.645013,-2.985882,93.317652,0.221722,1
389.853699,1.138618,2.816756,114.894223,0.610521,0
1043.849854,-0.104985,-0.940074,95.876499,0.427893,1
820.495300,-0.693433,1.357296,5.460977,0.556225,1
726.577454,-1.078963,-3.091337,9.105048,0.835589,0
982.969116,0.425721,2.528252,77.796131,0.525182,1
918.125061,0.767193,-1.485039,90.181820,0.260425,1
423.281464,-1.072711,0.618426,4.799049,0.826650,0
307.450134,-0.101333,0.222625,6.734867,0.814660,0
1045.269775,0.654978,-1.751921,94.543673,0.409210,1
818.184326,0.680011,1.387825,85.988388,0.302362,1
259.216736,2.126037,1.396628,42.575316,0.718570,0
879.944336,0.597110,1.365475,94.761767,0.165748,1
871.298584,0.103812,-1.829966,79.525385,0.239188,1
990.221619,-1.074390,-0.582755,100.450567,0.376185,1
750.150757,-0.219263,2.370082,96.309670,0.262666,1
198.011551,-1.281597,-2.978914,17.093002,0.608432,0
815.162903,-0.738993,-2.639921,88.283261,0.187355,1
678.743652,0.015076,0.516871,90.537012,0.321095,1
904.501160,0.052801,-2.461645,91.567643,0.166688,1
791.639771,0.404472,0.613421,81.777592,0.305020,1
1010.898438,-0.490460,-1.244094,86.963564,0.195555,1
857.657837,-0.326765,1.917482,83.326228,0.515143,1
962.273193,-0.308756,1.629918,106.882602,0.092363,1
927.252197,-0.014113,-1.445672,98.197048,0.150189,1
867.413574,0.468286,-0.827975,87.528878,0.299675,1
782.595276,1.345012,2.330809,84.400173,0.317679,1
933.232544,0.431912,-1.782905,93.081443,0.290894,1
940.717407,0.161136,1.168608,91.271101,0.454640,1
837.159485,0.035819,-1.044265,57.684918,0.192397,1
763.912781,-0.851209,2.168747,96.530742,0.228127,1
931.825989,-0.513190,-1.106360,113.059393,0.300187,1
655.253235,0.800173,2.026996,100.178600,0.375958,1
928.108643,-0.181153,-2.494357,7.717836,0.360724,1
907.693176,-0.858831,0.654603,75.487745,0.382001,1
765.852478,0.020293,1.050231,77.326223,0.218167,1
868.090637,-0.224739,-2.271398,4.883193,0.604007,1
290.020355,-0.648848,-0.713437,29.960876,0.809606,0
996.594971,0.154156,1.921026,91.771532,0.502074,1
684.548157,0.350772,-1.167557,64.911557,0.355161,1
1066.326660,0.934213,2.569256,101.585527,0.207119,1
857.342102,0.565169,-0.627672,336.622849,0.400246,0
829.350037,-0.212157,0.732291,2.889624,0.412396,1
748.565430,0.875306,-2.425786,89.045355,0.334780,1
888.142090,0.685387,0.123118,95.424757,0.272297,1
841.721802,1.046608,-3.021301,34.263059,0.570688,1
1084.492676,-0.707673,0.953046,89.933704,0.178216,1
802.451233,1.790666,-2.690027,2.958634,0.724083,0
667.614929,0.288476,-1.564129,96.641480,0.204279,1
489.630066,0.620264,1.221474,76.311395,0.236890,1
337.995911,-2.169000,-2.310663,45.143562,0.614764,1
201.929413,1.460587,-1.542562,19.740751,0.789164,0
798.134888,0.991315,3.104210,89.098411,0.343103,1
530.038757,-0.764728,0.037810,108.312235,0.444029,1
274.343445,1.433778,-0.180698,36.246338,0.501511,0
928.233521,-0.119949,0.491565,88.662889,0.300527,1
888.215942,0.542759,-2.406149,89.800584,0.292443,1
301.518860,0.867785,2.834342,50.969241,0.388174,0
684.823303,1.493772,1.438330,103.403204,0.233668,1
589.251404,-0.509850,-2.033755,95.427974,0.297486,1
824.932129,0.857077,-1.086040,91.226437,0.288557,1
703.972900,-0.100075,1.941379,82.293098,0.302074,1
671.817932,0.238706,-0.668246,94.576053,0.420118,1
633.478149,1.935638,2.345310,94.202698,0.401811,1
707.349792,1.245950,0.597753,87.910414,0.183912,1
520.998352,-0.632934,-2.512505,84.772297,0.572219,1
891.534546,0.699175,1.030103,84.064252,0.280545,1
823.581299,0.008836,-2.102871,90.286260,0.242596,1
898.429321,-0.750684,1.533902,84.017922,0.291505,1
814.847534,-0.876720,-1.609646,84.473086,0.528181,1
919.801941,0.489487,0.387006,91.275002,0.380307,1
796.838440,-0.123970,-2.780097,83.907492,0.334362,1
905.405273,-0.861196,0.531075,87.304314,0.221091,1
751.952881,0.016738,-2.417439,92.983937,0.204431,1
147.541412,-0.905252,2.494951,0.000000,0.754623,0
916.018921,-0.044392,2.400172,96.180999,0.396707,1
933.984985,0.381923,-0.725448,90.581776,0.326172,1
850.680603,1.526643,1.340412,41.376149,0.644287,1
603.797424,0.012009,-1.292399,95.788395,0.472157,1
292.644409,-0.788501,-2.855124,11.031293,0.916022,0
1319.056763,-0.209723,1.119535,172.155154,0.474540,1
572.515320,0.396063,-1.255959,57.413370,0.458782,0
615.361450,-0.151155,-2.591099,64.876392,0.589324,1
819.465332,-0.463602,0.722646,83.635286,0.362319,1
660.639404,-0.235018,-2.610085,63.306299,0.264730,1
153.960037,2.314733,-0.982987,0.000000,0.561577,0
809.961975,-0.762309,1.270311,90.797797,0.286907,1
645.300720,0.608124,-1.470282,9.154274,0.572936,1
308.255585,1.757440,-2.895897,1.540411,0.691074,0
860.444946,0.603453,0.448772,73.695769,0.416716,1
720.057373,0.320879,-2.652776,68.264276,0.334409,1
894.998779,0.184925,-2.852340,100.774856,0.482473,1
896.534546,0.176609,0.313052,91.888328,0.488737,1
954.688477,0.665281,-1.874823,94.580634,0.285456,1
841.781982,0.007527,1.297606,101.445523,0.217075,1
791.095093,1.076133,2.524431,92.586894,0.673832,1
773.634766,0.251960,-0.802146,80.281706,0.370731,1
881.390991,0.225685,1.717773,95.946414,0.301035,1
835.188293,0.824009,-1.437182,88.651372,0.235175,1
821.790527,0.390013,1.579964,89.255921,0.282934,1
612.801147,-1.359926,-1.496616,173.245326,0.540173,0
773.502686,0.285345,-0.179290,66.818342,0.513574,1
751.975342,-1.190172,3.104409,104.073847,0.304292,1
767.690186,0.321263,-0.620885,81.502915,0.411251,1
819.878540,-0.148817,2.497813,84.156673,0.237750,1
720.560852,-0.979282,0.588942,2.951243,0.580874,1
556.455078,0.660675,0.679425,84.916156,0.613901,0
404.246002,0.009561,-2.541962,51.192193,0.221102,1
272.777557,1.917425,-2.264472,39.885969,0.507982,0
932.173157,-0.068861,-0.615965,70.658526,0.340083,1
889.645325,0.618289,2.489822,2.632430,0.848518,1
953.272095,-0.345930,-1.708608,94.466053,0.463975,1
782.321045,0.424162,1.426331,82.682510,0.178090,1
908.568237,-0.300005,-0.100624,98.931352,0.168671,1
793.991333,-0.027618,3.050914,75.509191,0.300210,1
979.135254,-0.080659,0.233908,66.768593,0.349789,1
979.843323,-0.085079,-2.965723,96.891633,0.316420,1
854.165771,1.014064,1.964646,92.606294,0.222872,1
883.414734,0.460065,-1.200007,54.041888,0.428952,1
921.619690,0.765073,-2.645257,97.479746,0.222952,1
788.816711,-0.040772,0.408588,81.841995,0.378389,1
602.061707,0.378301,-1.594164,77.658331,0.127596,1
359.772003,-2.015316,1.819416,122.159727,0.458005,1
312.700195,-0.203508,1.686176,66.329527,0.628623,0
749.383362,0.004299,2.065130,88.645420,0.471206,1
572.627991,-1.446164,-1.095410,69.314397,0.451682,1
1079.115845,0.591912,-1.700662,94.142241,0.269395,1
719.124084,1.102815,1.661512,101.899105,0.410120,1
225.953537,0.115835,0.508076,83.440463,0.346727,0
828.996704,-0.842768,-2.846357,82.455411,0.267749,1
796.548706,0.063691,0.210021,90.759377,0.221787,1
972.361267,-0.334458,2.927721,90.877132,0.277856,1
915.652100,-0.301114,-0.065044,95.140367,0.190493,1
1072.756470,-0.474947,0.811356,101.571185,0.734957,1
891.618713,-0.046570,-2.092128,89.952799,0.341412,1
312.691803,-1.370049,-3.078012,68.347875,0.571761,0
948.842834,0.138665,-0.586756,89.052543,0.256842,1
801.756042,0.676256,2.968488,93.811579,0.324151,1
348.807739,-0.062945,1.507389,32.808919,0.558631,0
914.380737,-0.421219,-0.185854,84.120158,0.388460,1
773.421875,0.197464,2.978755,95.668014,0.237782,1
198.387360,3.235963,-3.066630,18.834300,0.371065,0
1003.055847,-0.588814,1.329977,109.560802,0.254614,1
878.077637,-0.135018,-1.451920,91.405382,0.403550,1
326.895905,-1.380384,3.068697,25.536722,0.628912,0
905.781006,-0.600362,3.131517,96.151855,0.290060,1
852.631287,0.058485,0.111369,88.691342,0.314879,1
983.447205,0.509669,0.400290,83.899446,0.278477,1
531.322327,0.380553,-2.768912,70.951882,0.230373,1
227.223709,2.865620,-2.791690,4.763022,0.228793,0
976.048828,-0.103451,-1.438471,89.974188,0.567420,1
704.234558,0.329825,1.754297,74.232089,0.302625,1
906.280945,-0.476445,-0.867670,98.329447,0.308133,1
494.200500,-1.151709,2.153331,53.259057,0.400619,1
1009.182007,1.043666,-2.187619,90.832361,0.271456,1
642.010437,0.903299,1.057871,70.491014,0.274909,1
936.129517,1.074462,-1.752871,80.090004,0.564465,1
877.215637,1.031791,1.364494,103.867194,0.196458,1
1155.965210,0.449390,0.169524,96.150990,0.111862,1
907.434998,-0.514802,-2.894420,310.990892,0.498219,0
1382.067749,0.457387,-1.316392,6.603344,0.705178,0
1172.202637,-0.311778,1.339410,65.733420,0.327689,1
743.645386,0.067010,-2.859663,106.550973,0.293657,1
